code,name,market,sector,industry
001430,세아베스틸지주,KOSPI,,
030190,NICE평가정보,KOSPI,,
298020,효성티앤씨,KOSPI,,
064960,SNT모티브,KOSPI,,
499790,GS피앤엘,KOSPI,,
004490,세방전지,KOSPI,,
066575,LG전자우,KOSPI,,
006650,대한유화,KOSPI,,
036530,SNT홀딩스,KOSPI,,
007810,코리아써키트,KOSPI,,
450140,코오롱모빌리티그룹,KOSPI,,
079160,CJ CGV,KOSPI,,
100840,SNT에너지,KOSPI,,
003240,태광산업,KOSPI,,
195870,해성디에스,KOSPI,,
298050,HS효성첨단소재,KOSPI,,
114090,GKL,KOSPI,,
249420,일동제약,KOSPI,,
093370,후성,KOSPI,,
108320,LX세미콘,KOSPI,,
009450,경동나비엔,KOSPI,,
000210,DL,KOSPI,,
950210,프레스티지바이오파마,KOSPI,,
381970,케이카,KOSPI,,
281820,케이씨텍,KOSPI,,
248070,솔루엠,KOSPI,,
014820,동원시스템즈,KOSPI,,
007700,F&F홀딩스,KOSPI,,
000640,동아쏘시오홀딩스,KOSPI,,
002030,아세아,KOSPI,,
019170,신풍제약,KOSPI,,
003850,보령,KOSPI,,
005250,녹십자홀딩스,KOSPI,,
039130,하나투어,KOSPI,,
069260,TKG휴켐스,KOSPI,,
002350,넥센타이어,KOSPI,,
071055,한국금융지주우,KOSPI,,
003470,유안타증권,KOSPI,,
451800,한화리츠,KOSPI,,
214320,이노션,KOSPI,,
008730,율촌화학,KOSPI,,
001680,대상,KOSPI,,
00088K,한화3우B,KOSPI,,
002840,미원상사,KOSPI,,
003620,KG모빌리티,KOSPI,,
005180,빙그레,KOSPI,,
293940,신한알파리츠,KOSPI,,
268280,미원에스씨,KOSPI,,
00104K,CJ4우(전환),KOSPI,,
025540,한국단자,KOSPI,,
079900,전진건설로봇,KOSPI,,
475150,SK이터닉스,KOSPI,,
057050,현대홈쇼핑,KOSPI,,
002020,코오롱,KOSPI,,
001570,금양,KOSPI,,
003160,디아이,KOSPI,,
005880,대한해운,KOSPI,,
005420,코스모화학,KOSPI,,
383800,LX홀딩스,KOSPI,,
090460,비에이치,KOSPI,,
001270,부국증권,KOSPI,,
000370,한화손해보험,KOSPI,,
322000,HD현대에너지솔루션,KOSPI,,
006380,카프로,KOSPI,,
001060,JW중외제약,KOSPI,,
348950,제이알글로벌리츠,KOSPI,,
002960,한국쉘석유,KOSPI,,
003030,세아제강지주,KOSPI,,
000650,천일고속,KOSPI,,
017940,E1,KOSPI,,
016590,신대양제지,KOSPI,,
010780,아이에스동서,KOSPI,,
377740,바이오노트,KOSPI,,
284740,쿠쿠홈시스,KOSPI,,
336370,솔루스첨단소재,KOSPI,,
000400,롯데손해보험,KOSPI,,
145720,덴티움,KOSPI,,
271940,일진하이솔루스,KOSPI,,
016380,KG스틸,KOSPI,,
003545,대신증권우,KOSPI,,
009410,태영건설,KOSPI,,
456040,OCI,KOSPI,,
005810,풍산홀딩스,KOSPI,,
145990,삼양사,KOSPI,,
093050,LF,KOSPI,,
016800,퍼시스,KOSPI,,
105630,한세실업,KOSPI,,
161000,애경케미칼,KOSPI,,
170900,동아에스티,KOSPI,,
004690,삼천리,KOSPI,,
002240,고려제강,KOSPI,,
003300,한일홀딩스,KOSPI,,
001500,현대차증권,KOSPI,,
453340,현대그린푸드,KOSPI,,
034310,NICE,KOSPI,,
017810,풀무원,KOSPI,,
192650,드림텍,KOSPI,,
090435,아모레퍼시픽우,KOSPI,,
094800,맵스리얼티,KOSPI,,
178920,PI첨단소재,KOSPI,,
060980,HL홀딩스,KOSPI,,
005389,현대차3우B,KOSPI,,
009900,명신산업,KOSPI,,
097520,엠씨넥스,KOSPI,,
029530,신도리코,KOSPI,,
000070,삼양홀딩스,KOSPI,,
058650,세아홀딩스,KOSPI,,
0120G0,삼양바이오팜,KOSPI,,
006220,제주은행,KOSPI,,
005610,SPC삼립,KOSPI,,
004700,조광피혁,KOSPI,,
016610,DB증권,KOSPI,,
014830,유니드,KOSPI,,
183190,아세아시멘트,KOSPI,,
344820,KCC글라스,KOSPI,,
357120,코람코라이프인프라리츠,KOSPI,,
026890,스틱인베스트먼트,KOSPI,,
072710,농심홀딩스,KOSPI,,
089590,제주항공,KOSPI,,
092200,디아이씨,KOSPI,,
448730,삼성FN리츠,KOSPI,,
000157,두산2우B,KOSPI,,
091810,티웨이항공,KOSPI,,
460860,동국제강,KOSPI,,
033240,자화전자,KOSPI,,
002710,TCC스틸,KOSPI,,
037270,YG PLUS,KOSPI,,
001530,DI동일,KOSPI,,
003280,흥아해운,KOSPI,,
031430,신세계인터내셔날,KOSPI,,
003000,부광약품,KOSPI,,
403550,쏘카,KOSPI,,
027410,BGF,KOSPI,,
084010,대한제강,KOSPI,,
475560,더본코리아,KOSPI,,
001390,KG케미칼,KOSPI,,
105840,우진,KOSPI,,
015360,INVENI,KOSPI,,
432320,KB스타리츠,KOSPI,,
130660,한전산업,KOSPI,,
005945,NH투자증권우,KOSPI,,
001940,KISCO홀딩스,KOSPI,,
008060,대덕,KOSPI,,
104700,한국철강,KOSPI,,
200880,서연이화,KOSPI,,
018250,애경산업,KOSPI,,
034120,SBS,KOSPI,,
003520,영진약품,KOSPI,,
015860,일진홀딩스,KOSPI,,
020000,한섬,KOSPI,,
006110,삼아알미늄,KOSPI,,
024720,콜마홀딩스,KOSPI,,
005090,SGC에너지,KOSPI,,
126560,현대퓨처넷,KOSPI,,
084690,대상홀딩스,KOSPI,,
272450,진에어,KOSPI,,
009155,삼성전기우,KOSPI,,
194370,제이에스코퍼레이션,KOSPI,,
017860,DS단석,KOSPI,,
003960,사조대림,KOSPI,,
005720,넥센,KOSPI,,
306200,세아제강,KOSPI,,
001820,삼화콘덴서,KOSPI,,
001200,유진투자증권,KOSPI,,
034830,한국토지신탁,KOSPI,,
011930,신성이엔지,KOSPI,,
017390,서울가스,KOSPI,,
377190,디앤디플랫폼리츠,KOSPI,,
029460,케이씨,KOSPI,,
025860,남해화학,KOSPI,,
009160,SIMPAC,KOSPI,,
092230,KPX홀딩스,KOSPI,,
417310,코람코더원리츠,KOSPI,,
900140,엘브이엠씨홀딩스,KOSPI,,
010690,화신,KOSPI,,
033270,유나이티드제약,KOSPI,,
009680,모토닉,KOSPI,,
009290,광동제약,KOSPI,,
126720,수산인더스트리,KOSPI,,
138490,코오롱ENP,KOSPI,,
001510,SK증권,KOSPI,,
012030,DB,KOSPI,,
002310,아세아제지,KOSPI,,
088260,이리츠코크렙,KOSPI,,
123890,한국자산신탁,KOSPI,,
003120,일성아이에스,KOSPI,,
241590,화승엔터프라이즈,KOSPI,,
002320,한진,KOSPI,,
286940,롯데이노베이트,KOSPI,,
003920,남양유업,KOSPI,,
000320,노루홀딩스,KOSPI,,
002810,삼영무역,KOSPI,,
334890,이지스밸류플러스리츠,KOSPI,,
007690,국도화학,KOSPI,,
011760,현대코퍼레이션,KOSPI,,
005500,삼진제약,KOSPI,,
003200,일신방직,KOSPI,,
033530,SJG세종,KOSPI,,
006405,삼성SDI우,KOSPI,,
002900,TYM,KOSPI,,
0030R0,대신밸류리츠,KOSPI,,
004360,세방,KOSPI,,
003220,대원제약,KOSPI,,
006340,대원전선,KOSPI,,
108670,LX하우시스,KOSPI,,
035150,백산,KOSPI,,
007160,사조산업,KOSPI,,
096760,JW홀딩스,KOSPI,,
000680,LS네트웍스,KOSPI,,
013890,지누스,KOSPI,,
122900,아이마켓코리아,KOSPI,,
001340,PKC,KOSPI,,
001460,BYC,KOSPI,,
092790,넥스틸,KOSPI,,
226320,잇츠한불,KOSPI,,
008490,서흥,KOSPI,,
001790,대한제당,KOSPI,,
025000,KPX케미칼,KOSPI,,
001130,대한제분,KOSPI,,
053210,스카이라이프,KOSPI,,
000430,대원강업,KOSPI,,
003720,삼영,KOSPI,,
000490,대동,KOSPI,,
128820,대성산업,KOSPI,,
078520,에이블씨엔씨,KOSPI,,
037710,광주신세계,KOSPI,,
007570,일양약품,KOSPI,,
051905,LG생활건강우,KOSPI,,
001750,한양증권,KOSPI,,
001630,종근당홀딩스,KOSPI,,
001230,동국홀딩스,KOSPI,,
005950,이수화학,KOSPI,,
004980,성신양회,KOSPI,,
487570,HS효성,KOSPI,,
007860,서연,KOSPI,,
033920,무학,KOSPI,,
011500,한농화성,KOSPI,,
003610,방림,KOSPI,,
000540,흥국화재,KOSPI,,
210980,SK디앤디,KOSPI,,
000480,CR홀딩스,KOSPI,,
000140,하이트진로홀딩스,KOSPI,,
007460,에이프로젠,KOSPI,,
035510,신세계 I&C,KOSPI,,
058430,포스코스틸리온,KOSPI,,
010580,에스엠벡셀,KOSPI,,
102260,동성케미컬,KOSPI,,
005010,휴스틸,KOSPI,,
271980,제일약품,KOSPI,,
003350,한국화장품제조,KOSPI,,
117580,대성에너지,KOSPI,,
339770,교촌에프앤비,KOSPI,,
102460,이연제약,KOSPI,,
136490,선진,KOSPI,,
000520,삼일제약,KOSPI,,
004430,송원산업,KOSPI,,
039570,HDC랩스,KOSPI,,
044450,KSS해운,KOSPI,,
02826K,삼성물산우B,KOSPI,,
028100,동아지질,KOSPI,,
006060,화승인더,KOSPI,,
234080,JW생명과학,KOSPI,,
016580,환인제약,KOSPI,,
030210,다올투자증권,KOSPI,,
002150,도화엔지니어링,KOSPI,,
404990,신한서부티엔디리츠,KOSPI,,
005680,삼영전자,KOSPI,,
016880,웅진,KOSPI,,
001045,CJ우,KOSPI,,
272550,삼양패키징,KOSPI,,
214420,토니모리,KOSPI,,
003555,LG우,KOSPI,,
001520,동양,KOSPI,,
452260,한화갤러리아,KOSPI,,
004380,삼익THK,KOSPI,,
293480,하나제약,KOSPI,,
134380,미원화학,KOSPI,,
095570,AJ네트웍스,KOSPI,,
003547,대신증권2우B,KOSPI,,
000050,경방,KOSPI,,
213500,한솔제지,KOSPI,,
298690,에어부산,KOSPI,,
053690,한미글로벌,KOSPI,,
101530,해태제과식품,KOSPI,,
001250,GS글로벌,KOSPI,,
009470,삼화전기,KOSPI,,
005430,한국공항,KOSPI,,
400760,NH올원리츠,KOSPI,,
001780,알루코,KOSPI,,
244920,에이플러스에셋,KOSPI,,
004710,한솔테크닉스,KOSPI,,
003650,미창석유,KOSPI,,
011785,금호석유화학우,KOSPI,,
010820,퍼스텍,KOSPI,,
084680,이월드,KOSPI,,
010955,S-Oil우,KOSPI,,
013580,계룡건설,KOSPI,,
100250,진양홀딩스,KOSPI,,
003070,코오롱글로벌,KOSPI,,
037560,LG헬로비전,KOSPI,,
014280,금강공업,KOSPI,,
036420,콘텐트리중앙,KOSPI,,
097955,CJ제일제당 우,KOSPI,,
071840,롯데하이마트,KOSPI,,
002100,경농,KOSPI,,
001080,만호제강,KOSPI,,
015230,대창단조,KOSPI,,
004090,한국석유,KOSPI,,
081000,일진다이아,KOSPI,,
011000,진원생명과학,KOSPI,,
000020,동화약품,KOSPI,,
016450,한세예스24홀딩스,KOSPI,,
462520,조선내화,KOSPI,,
000970,한국주철관,KOSPI,,
025820,이구산업,KOSPI,,
090350,노루페인트,KOSPI,,
009270,신원,KOSPI,,
460850,동국씨엠,KOSPI,,
002170,삼양통상,KOSPI,,
000300,DH오토넥스,KOSPI,,
083420,그린케미칼,KOSPI,,
004560,현대비앤지스틸,KOSPI,,
002390,한독,KOSPI,,
019680,대교,KOSPI,,
004310,현대약품,KOSPI,,
018470,조일알미늄,KOSPI,,
009580,무림P&P,KOSPI,,
000860,강남제비스코,KOSPI,,
317400,자이에스앤디,KOSPI,,
123690,한국화장품,KOSPI,,
000390,삼화페인트,KOSPI,,
003460,유화증권,KOSPI,,
009070,KCTC,KOSPI,,
008040,사조동아원,KOSPI,,
011690,와이투솔루션,KOSPI,,
070960,모나용평,KOSPI,,
003830,대한화섬,KOSPI,,
008970,KBI동양철관,KOSPI,,
008110,대동전자,KOSPI,,
000700,유수홀딩스,KOSPI,,
107590,미원홀딩스,KOSPI,,
095720,웅진씽크빅,KOSPI,,
00279K,아모레퍼시픽홀딩스3우C,KOSPI,,
002990,금호건설,KOSPI,,
006805,미래에셋증권우,KOSPI,,
015890,태경산업,KOSPI,,
035000,HS애드,KOSPI,,
069460,대호에이엘,KOSPI,,
094280,효성ITX,KOSPI,,
004970,신라교역,KOSPI,,
350520,이지스레지던스리츠,KOSPI,,
298000,효성화학,KOSPI,,
078000,텔코웨어,KOSPI,,
031440,신세계푸드,KOSPI,,
014710,사조씨푸드,KOSPI,,
214390,경보제약,KOSPI,,
024090,디씨엠,KOSPI,,
210540,디와이파워,KOSPI,,
004250,NPC,KOSPI,,
363280,티와이홀딩스,KOSPI,,
000230,일동홀딩스,KOSPI,,
010100,한국무브넥스,KOSPI,,
016710,대성홀딩스,KOSPI,,
007540,샘표,KOSPI,,
003480,한진중공업홀딩스,KOSPI,,
092220,KEC,KOSPI,,
019180,티에이치엔,KOSPI,,
027970,한국제지,KOSPI,,
077500,유니퀘스트,KOSPI,,
005800,신영와코루,KOSPI,,
033180,KH 필룩스,KOSPI,,
005960,동부건설,KOSPI,,
139990,아주스틸,KOSPI,,
008350,남선알미늄,KOSPI,,
019440,세아특수강,KOSPI,,
089470,HDC현대EP,KOSPI,,
248170,샘표식품,KOSPI,,
044820,코스맥스비티아이,KOSPI,,
014580,태경비케이,KOSPI,,
002620,제일파마홀딩스,KOSPI,,
020120,키다리스튜디오,KOSPI,,
004150,한솔홀딩스,KOSPI,,
004080,신흥,KOSPI,,
079430,현대리바트,KOSPI,,
007110,일신석재,KOSPI,,
004960,한신공영,KOSPI,,
002460,HS화성,KOSPI,,
004140,동방,KOSPI,,
267290,경동도시가스,KOSPI,,
001360,삼성제약,KOSPI,,
012610,경인양행,KOSPI,,
002200,한국수출포장,KOSPI,,
011280,태림포장,KOSPI,,
267850,아시아나IDT,KOSPI,,
120030,조선선재,KOSPI,,
006660,삼성공조,KOSPI,,
000105,유한양행우,KOSPI,,
058850,KTcs,KOSPI,,
015590,DKME,KOSPI,,
012320,경동인베스트,KOSPI,,
017370,우신시스템,KOSPI,,
214330,금호에이치티,KOSPI,,
021820,세원정공,KOSPI,,
007210,벽산,KOSPI,,
011330,유니켐,KOSPI,,
025620,차AI헬스케어,KOSPI,,
006840,AK홀딩스,KOSPI,,
013360,일성건설,KOSPI,,
068290,삼성출판사,KOSPI,,
013570,디와이,KOSPI,,
014530,극동유화,KOSPI,,
063160,종근당바이오,KOSPI,,
101140,인바이오젠,KOSPI,,
003060,에이프로젠바이오로직스,KOSPI,,
034590,인천도시가스,KOSPI,,
002220,한일철강,KOSPI,,
014160,대영포장,KOSPI,,
227840,현대코퍼레이션홀딩스,KOSPI,,
017550,수산세보틱스,KOSPI,,
264900,크라운제과,KOSPI,,
012800,대창,KOSPI,,
03473K,SK우,KOSPI,,
010660,화천기계,KOSPI,,
016740,두올,KOSPI,,
001020,페이퍼코리아,KOSPI,,
480370,씨케이솔루션,KOSPI,,
005870,휴니드,KOSPI,,
013520,화승코퍼레이션,KOSPI,,
003580,HLB글로벌,KOSPI,,
014790,HL D&I,KOSPI,,
011810,STX,KOSPI,,
002450,삼익악기,KOSPI,,
33626K,두산퓨얼셀1우,KOSPI,,
396690,미래에셋글로벌리츠,KOSPI,,
067830,세이브존I&C,KOSPI,,
017900,광전자,KOSPI,,
023450,동남합성,KOSPI,,
085310,엔케이,KOSPI,,
000180,성창기업지주,KOSPI,,
005740,크라운해태홀딩스,KOSPI,,
011700,한신기계,KOSPI,,
002780,진흥기업,KOSPI,,
032560,황금에스티,KOSPI,,
023800,인지컨트롤스,KOSPI,,
119650,KC코트렐,KOSPI,,
014440,영보화학,KOSPI,,
001260,남광토건,KOSPI,,
023000,삼원강재,KOSPI,,
011150,CJ씨푸드,KOSPI,,
004840,DRB동일,KOSPI,,
058860,KTis,KOSPI,,
008260,NI스틸,KOSPI,,
001560,제일연마,KOSPI,,
008700,아남전자,KOSPI,,
004890,동일산업,KOSPI,,
006890,태경케미컬,KOSPI,,
002700,신일전자,KOSPI,,
004100,태양금속,KOSPI,,
079980,휴비스,KOSPI,,
096775,SK이노베이션우,KOSPI,,
003780,진양산업,KOSPI,,
163560,동일고무벨트,KOSPI,,
007980,TP,KOSPI,,
002720,국제약품,KOSPI,,
002600,조흥,KOSPI,,
000590,CS홀딩스,KOSPI,,
036580,팜스코,KOSPI,,
001275,부국증권우,KOSPI,,
006490,인스코비,KOSPI,,
006090,사조오양,KOSPI,,
010960,삼호개발,KOSPI,,
007280,한국특강,KOSPI,,
078935,GS우,KOSPI,,
111380,동인기연,KOSPI,,
372910,한컴라이프케어,KOSPI,,
001380,SG글로벌,KOSPI,,
010040,한국내화,KOSPI,,
005750,대림바스,KOSPI,,
007590,동방아그로,KOSPI,,
338100,NH프라임리츠,KOSPI,,
009200,무림페이퍼,KOSPI,,
011390,부산산업,KOSPI,,
012690,모나리자,KOSPI,,
084670,동양고속,KOSPI,,
009770,삼정펄프,KOSPI,,
002795,아모레퍼시픽홀딩스우,KOSPI,,
009180,한솔로지스틱스,KOSPI,,
006880,신송홀딩스,KOSPI,,
001470,삼부토건,KOSPI,,
000850,화천기공,KOSPI,,
002630,오리엔트바이오,KOSPI,,
004720,팜젠사이언스,KOSPI,,
016090,대현,KOSPI,,
004830,덕성,KOSPI,,
055490,테이팩스,KOSPI,,
111110,호전실업,KOSPI,,
003560,IHQ,KOSPI,,
129260,인터지스,KOSPI,,
013870,지엠비코리아,KOSPI,,
024900,디와이덕양,KOSPI,,
001290,상상인증권,KOSPI,,
071090,하이스틸,KOSPI,,
000220,유유제약,KOSPI,,
004540,깨끗한나라,KOSPI,,
013700,까뮤이앤씨,KOSPI,,
004060,SG세계물산,KOSPI,,
031820,아이티센씨티에스,KOSPI,,
120115,코오롱인더우,KOSPI,,
014990,인디에프,KOSPI,,
092440,기신정기,KOSPI,,
000910,유니온,KOSPI,,
003925,남양유업우,KOSPI,,
100220,비상교육,KOSPI,,
357250,미래에셋맵스리츠,KOSPI,,
004450,삼화왕관,KOSPI,,
003010,혜인,KOSPI,,
133820,화인베스틸,KOSPI,,
000950,전방,KOSPI,,
006370,대구백화점,KOSPI,,
28513K,SK케미칼우,KOSPI,,
37550L,DL이앤씨2우(전환),KOSPI,,
004910,조광페인트,KOSPI,,
072130,유엔젤,KOSPI,,
378850,화승알앤에이,KOSPI,,
018500,동원금속,KOSPI,,
023810,인팩,KOSPI,,
075180,새론오토모티브,KOSPI,,
002140,고려산업,KOSPI,,
155660,DSR,KOSPI,,
051630,진양화학,KOSPI,,
058730,다스코,KOSPI,,
002760,보락,KOSPI,,
000725,현대건설우,KOSPI,,
000890,보해양조,KOSPI,,
047400,유니온머티리얼,KOSPI,,
004440,삼일씨엔에스,KOSPI,,
004920,씨아이테크,KOSPI,,
017180,명문제약,KOSPI,,
025560,미래산업,KOSPI,,
004410,서울식품,KOSPI,,
010770,평화홀딩스,KOSPI,,
123700,SJM,KOSPI,,
011300,성안머티리얼스,KOSPI,,
003080,SB성보,KOSPI,,
041650,상신브레이크,KOSPI,,
001550,조비,KOSPI,,
481850,신한글로벌액티브리츠,KOSPI,,
017040,광명전기,KOSPI,,
025530,SJM홀딩스,KOSPI,,
009190,대양금속,KOSPI,,
019175,신풍제약우,KOSPI,,
004770,써니전자,KOSPI,,
005305,롯데칠성우,KOSPI,,
002920,유성기업,KOSPI,,
011230,삼화전자,KOSPI,,
